Class,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0,163162.395833334,0.2949886863,0.10864531,-0.5068176428,-0.1088134835,0.3486379309,-0.0308916582,0.0955912001,-0.0025087862,0.0220381031,0.1410001548,-0.2020194606,0.1885926531,-0.030198962,-0.1688676749,-0.0667331615,-0.004012247,-0.1210843511,0.1198377731,0.0964637303,-0.0115218299,-0.0192461191,0.0891709928,0.0301352101,-0.0689723722,-0.1682494399,-0.0219895589,0.0232004005,-0.053832532,51.5177412281
0,168648.72808321,0.2050766363,0.2881147365,-0.6505991356,-0.2286511339,0.3992297291,-0.0646763095,0.0857825498,-0.061355687,-0.0643313726,-0.0683163485,-0.2571422605,0.2835133606,-0.0276704302,-0.0525335441,-0.223511025,-0.0553034052,-0.0650091792,0.0669121639,0.0158338957,-0.0503657926,-0.0283908577,0.045720467,0.0502838178,-0.0333352011,-0.2057234011,0.0180824532,-0.0080814166,-0.001374552,49.6888261516
0,58827.4243421055,-0.2881016704,-0.0552805754,0.7391717385,0.0993176741,-0.2627533776,0.0118131012,-0.1903921171,0.0901270806,-0.1999651169,0.0439052771,0.0795423122,0.1608866221,-0.2047806243,-0.0452795403,0.250219627,0.0322797451,0.016206976,-0.1160739785,-0.0452099881,-0.0074221158,-0.0424716013,-0.0557305817,-0.032637912,0.0265411641,0.1700119362,0.0123661142,-0.0053898245,-0.0147829851,75.9390350877
0,143577.895184136,0.2007389638,0.034120789,-0.7911351446,-0.1944345733,0.2855587973,-0.1195923473,-0.0148010229,0.0454777454,-0.0671714455,-0.0036802944,-0.3556276309,0.1732964238,-0.0901574759,-0.0538445915,-0.2111928953,0.0299301675,-0.0113737667,0.0744336187,0.0262597248,-0.1107365749,0.0279559341,0.1538637729,0.0631303079,-0.0349068462,-0.0996661475,-0.0117392562,-0.0042045293,-0.0190932269,62.0209820585
0,132967.089041096,0.1868152982,-0.0262349531,-0.6774925116,-0.2930038763,0.3446075011,-0.1136413852,0.0593910068,-0.1251355424,0.0429146403,0.1163188239,-0.3198862191,0.1289653756,-0.1133112147,-0.1609916257,-0.1930390326,-0.0502624105,-0.0557947472,0.0628027679,0.0635020539,-0.0954296175,-0.0132388772,0.1743982722,0.0012701237,-0.0514064104,-0.1128637922,-0.0357477635,-0.0029170991,-0.014019007,64.826826484
0,48260.6779252114,-0.1902880227,0.068386031,0.6710891246,0.0932637331,-0.2263272368,0.0749823317,-0.096786746,0.0441606331,-0.2230936471,0.082688044,0.1415567202,0.2087488244,-0.1097157714,-0.0966665899,0.2230428563,0.0230394618,-0.0050759682,-0.0673957847,0.0135208628,0.0061588087,-0.0247747286,-0.1344233138,-0.0327908407,-0.0106183607,0.1545837171,0.0322132534,0.0088926311,0.0106820265,72.832026538
0,63194.393939394,-3.3737693939,-5.8824133134,-1.7817071162,1.5211585833,-4.2052586556,2.1403423776,4.0082157241,-0.7404047574,-0.610750845,-1.1595075364,0.2189789681,0.021843867,-0.1477022156,0.4338846397,0.330924756,0.0840181977,0.0447645314,0.4933879984,-0.5951266792,3.1105482734,0.7976001733,-0.536874244,-0.4354586753,0.1385686038,-0.1643441272,-0.0794730335,-0.0540458898,0.0432308987,2097.7745454546
0,147612.833333333,-2.5401533475,-4.9718282394,-3.8487329829,0.7549326934,-4.6583033683,2.0580807625,5.4851462313,-1.0767595168,-0.2104502721,-1.1025623775,-0.192424964,-0.1537547412,-0.0764624291,0.4113114783,0.1200721383,0.3800139039,-0.2487185865,0.2948882667,-0.2189938283,1.6089524872,0.5349492135,-0.2960350852,-0.4897574987,0.1119004885,-0.6265215552,-0.0735299224,0.3295378902,-0.2220680242,2052.0179166667
0,149786.62195122,-0.99522354,-3.0986514219,-2.064659071,0.0768871236,-1.3763376088,0.6962764038,1.711227393,-0.4127178716,-0.2784329819,-0.1234584514,-0.239011627,0.0384204568,0.0830071579,0.1274343917,-0.2671738653,0.1236469992,-0.1669728078,0.0741679336,-0.2055875773,0.75447158,0.2183881185,0.0105453717,-0.2215637568,0.0688304945,-0.2506899552,0.0110584804,0.0680547303,-0.068837429,901.6413414634
0,111087.257936508,0.7291855727,0.2146594315,-0.6132569546,0.1570471237,0.5861968846,-0.3054335146,0.197042997,-0.217268455,1.5268688523,-0.2704297846,0.5280204109,-2.4593753831,1.3546531882,1.6211874544,-0.4701517101,-0.1319149699,0.3583951746,0.4159060893,-0.0975457364,-0.1313985847,-0.0792412054,0.2234409125,0.0119401585,0.055732467,-0.0276295602,-0.2216473,0.0159436515,0.0198227111,34.6954365079
0,76335.7258509657,-0.1007510615,0.2266633186,0.6434012652,0.1156810572,-0.2030857464,0.0300028092,-0.128290586,0.0678528553,-0.30299016,0.040553865,0.1431659874,0.2690194633,-0.0032466939,-0.0451795714,0.3291780955,-0.0794042136,0.0154114762,-0.0251714523,-0.0337906948,0.0236548115,-0.0957647756,-0.1291008536,-0.0142471906,0.0338015433,0.1144155949,0.024216668,-0.005395295,0.0060211328,57.5917203312
0,122546.891891892,-2.6736859299,-5.0786633371,-3.0188255023,0.8220585283,-2.6246265336,1.9905286244,3.2289177841,-1.3573633521,0.014226611,-0.4555936746,-0.0555127094,0.0390894344,-0.0297814178,0.2030919243,0.1769534925,0.2087003176,-0.0981637549,-0.16832576,-0.5555345909,1.4017991808,0.9458582846,-0.6399079184,-1.2435607819,-0.0483199158,-0.6208537518,-0.000801927,-0.0191921919,0.1003947451,1641.9902702703
0,43370.45,-7.604176623,-11.5655351758,-4.1608321449,2.3676601365,-7.2036476545,4.0553577882,7.5540806526,-2.6747017728,-0.1906827951,-2.3168327734,0.3066826322,0.1781884142,0.2767345744,0.3482320039,0.4217804655,0.7949734834,-0.0588889361,0.1158308047,-1.2088879908,4.6586049035,1.0862988098,-1.3700903566,-2.7852922985,0.1330169293,-0.6235467521,-0.3610254703,0.3847067408,0.1360657171,4101.936
0,140954.714285714,-4.8599201271,-8.7424787289,-4.6617778043,1.5278011538,-4.1126742882,2.7076059613,5.2203586278,-1.3694260426,-0.8226345839,-0.9076135388,0.0008156678,-0.2913127989,-0.014899358,0.6235398504,0.0297647687,0.5139566167,0.0730060359,-0.063473613,-0.5416416795,3.1336356731,0.993103772,-0.5887388242,-0.8948722992,-0.1482321769,-0.4605517413,-0.0890621467,0.0794900909,0.0527839487,2602.1917857143
0,53140.6259298622,-0.296866803,0.0205150569,0.6824031293,0.1356439301,-0.2846168348,0.0706754245,-0.2300135339,0.0588129487,-0.2388076453,0.000590549,0.1338977254,0.2181382633,-0.1443956804,-0.0138544457,0.2691387558,0.040319752,-0.0201739943,-0.0834788755,-0.0175856375,-0.0243304985,-0.0640365655,-0.0605042053,-0.010145827,0.0084930858,0.1292910177,0.0844901705,0.0027078452,-0.0023326887,73.2412114772
0,2528.4391891896,-0.2889425482,0.2977035651,0.8881070973,0.1285631867,-0.0511148062,-0.0591125424,0.0562117855,-0.2926761487,0.0202769421,-0.1199825839,0.0923234779,0.3291492625,-0.0684054469,-0.1381740124,0.3411604703,-0.1717956043,-0.0609503427,-0.0660989715,0.0030404182,0.0712103819,-0.0933252405,-0.0195947247,-0.0635420439,0.0007556186,0.0634596507,-0.0317745392,9.28214977477289E-05,-0.0127833069,59.4391891892
0,125898.497343252,0.3730110228,-0.0684093802,-0.6317116117,-0.1920246313,0.408043426,0.0071530458,0.0893246018,-0.0647485623,-0.0900555884,0.1280121773,-0.2408331191,0.0961255355,-0.1075595682,-0.1912539009,-0.2067821775,-0.0384215454,-0.0589961406,0.1193068872,0.0014257745,-0.1056375864,0.0533243982,0.1676332078,0.0335237931,-0.0319902674,-0.1511147103,-0.0154318466,-0.0051590891,0.0008766727,68.6103825717
0,37763.8114663732,-0.2199282019,-0.2087435331,0.7258254632,0.0173286322,-0.2112085024,0.1396866647,-0.147979676,0.0345267351,-0.1868927392,0.0869626156,0.2083468448,0.162358263,-0.182297806,-0.1363247073,0.2547338657,0.0111275643,0.0183594132,-0.1213767539,-0.0532706235,0.0094311844,-0.0507478517,-0.0428260327,-0.0122795962,-0.0033490415,0.1547468276,0.0168387696,-0.0181952819,0.0125448396,90.3707828004
0,50586.1666666667,-2.7123409102,-4.3459092417,-1.1691839357,0.6800607675,-3.2714016462,1.9852328734,3.3315505499,-0.3945366484,-0.4751699221,-1.0132476427,0.2139744659,0.1709585143,0.0631482902,0.0854803806,-0.0186113277,-0.0584004197,0.1024894856,0.224851188,-0.1765780508,2.0895960737,0.4724598241,-0.4347225647,0.3987792761,-0.0072516739,0.1451456974,0.0787076947,-0.0518778674,0.0622359138,1527.9609259259
0,150990.8,-3.52866293,-7.0240265452,-4.8677628152,1.3742338494,-3.9387586316,1.823349694,5.3709898426,-1.7214460068,-0.5177475817,-0.2824194251,-0.0119376257,-0.1608155008,0.1499500361,0.647458394,0.2628209766,-0.2555466574,-0.0816217029,0.1267045192,-0.3281253544,2.1854551766,0.5795286606,-0.2188637441,-1.2906301605,0.265715274,-0.5033076236,0.0644124331,-0.1483465337,0.2973121898,2430.477
0,43540.6791208796,-0.2410110673,-0.0545983302,0.7090141448,0.0145655231,-0.3676347987,0.0815999065,-0.2322829396,0.1291131774,-0.303366675,0.1596300377,0.0782413664,0.1556601361,-0.0635879252,-0.1097716084,0.2529887,0.009020354,0.0499780794,-0.0763272675,-0.053859425,0.0339491148,-0.0736953768,-0.103683603,-0.0456636027,0.0209469224,0.1333384221,-0.0285792365,0.0036470662,0.0215481976,84.768
0,85348.0263157895,-2.6874796871,-4.5090448095,-1.1171247202,1.4528924369,-2.8160107039,1.6394502558,2.6629850439,-0.5360149324,-0.2390059507,-0.5858665495,0.1426689538,0.1878012819,-0.1021149145,0.1003528988,0.0293545644,-0.1591445681,0.2042347895,0.1733688368,0.1279355401,1.9612370789,0.4737121857,-0.5040860386,0.1234367395,-0.0339525399,0.2258173474,0.1780300506,-0.2362150909,0.5254017824,1430.1334210526
0,72346.8541666663,-0.1931308745,0.2850605847,0.6677488867,0.1885937518,-0.2190753968,0.0521226702,-0.1342974853,0.0980009755,-0.2754541563,0.0269417382,0.0579902869,0.2396561459,-0.0467984974,-0.0079515296,0.3229581948,0.0488715324,-0.0066415315,-0.1105655956,0.0146010473,0.0223821311,-0.1146592627,-0.1736901367,-0.0145098499,0.013044446,0.1293259169,0.0557802202,-0.007376284,0.0106618843,53.0016666667
0,139323.866093366,0.0623569019,-0.0857851634,-0.6505895615,-0.1885841858,0.3297105543,-0.0735904106,-0.0222682734,-0.1032834478,-0.0190200161,0.0765984103,-0.3175254772,0.1718003644,-0.0791712405,-0.1229198493,-0.215360434,-0.0363619761,-0.036249865,0.0955767969,0.0826105896,-0.1753327826,0.0607232096,0.1467676254,0.0631106606,-0.0468167626,-0.1512105936,-0.0428359835,-0.0456109717,0.0537295861,55.1783046683
0,74195.2777777778,-7.1404825371,-10.9859199789,-3.6522828195,2.7834835461,-6.5157900038,3.3509566306,6.4622297477,-1.2013259734,-0.8592277048,-1.5481350981,0.4426830677,0.1997158601,0.4440520731,0.3793053892,0.3039786684,0.0881602606,0.3562065941,0.3539296813,-1.2187160878,3.5123975278,1.0322428101,-1.3412431415,-1.527593127,0.028870091,-0.4583528094,-0.0138995662,0.7213746186,-0.597324265,3294.8022222222
0,57989.8981900455,-0.2373423414,-0.1505167791,0.7686727243,0.0854681248,-0.1745059029,0.017631586,-0.1700990967,0.0814451157,-0.2992095752,0.0925715548,0.1197822233,0.144280641,-0.1345027534,-0.0610354078,0.2589671756,0.0337282301,0.0227971262,-0.2190185447,0.0114487436,-0.0673261465,-0.0778446965,-0.1063463154,0.0353318183,0.0346820144,0.1187337257,0.0263229713,0.0131507641,-0.0169849447,64.4639027149
0,156018.943181818,-0.7495935495,-2.7155803293,-1.8947980763,0.0994472274,-1.2680017812,0.9273230185,1.9574395253,-0.4999919503,-0.4933098864,-0.1940438651,-0.3826560549,-0.0725060398,0.0372435192,0.1573170109,-0.2014890226,-0.3024011244,-0.0624435977,0.2137616199,-0.2592402234,1.1088690325,0.3508262967,-0.0023275668,0.0705209225,-0.0935615942,-0.059967648,0.1073297976,-0.0634845475,0.0319715271,899.7106818182
0,44351.1006493511,-0.1536177607,-0.1127675234,0.6875880956,0.1429752095,-0.2712086754,0.1153644231,-0.1655090156,0.0750059743,-0.3286767086,0.0793274604,0.1611146935,0.2048362203,-0.0990170688,-0.0752578221,0.2076432351,-0.052050121,0.0553645516,-0.0694159478,-0.028721547,0.0030943125,-0.0643856105,-0.078766196,-0.0101694599,0.0053925223,0.1227601918,-0.002493841,-0.0033254954,-0.0076235342,85.0877922078
0,169281.780487805,-2.0481867684,-4.7703953547,-2.558259364,0.6469395547,-1.2369389399,0.3776483356,2.6086614074,-0.5214231465,-0.4160326915,-0.4838048271,-0.2688712395,0.0373321571,0.0772583201,0.4212223758,-0.1428646103,-0.1142447096,-0.1555694145,0.0656089373,-0.2944503636,1.6152135613,0.5456342626,-0.096572576,0.5078540999,0.063726623,-0.0120907498,-0.0992016991,0.0501495628,-0.0498199575,1269.3126829268
0,52234.5408163265,-2.2992010729,-3.7570840421,-0.6291645911,0.333806233,-2.3064586634,1.204020591,1.2931416178,-1.0793511075,-0.2665529055,-0.7371176935,0.1836413315,0.1850763677,-0.2970497054,0.1098650364,0.0183249111,0.0149324539,0.1949604263,0.1720294904,-0.2314190357,1.5115521082,-0.0782105247,-0.2733234905,-0.6533691083,0.0983644776,-0.0552037542,-0.0909272145,0.1216648859,-0.0690076311,1139.0279591837
0,123116.117588933,0.3078260406,-0.1119497647,-0.6322833374,-0.199776615,0.3056201162,-0.056252676,0.0901384475,-0.019438069,-0.0394331424,0.0869183262,-0.3253186947,0.0797764119,-0.1254153916,-0.1853185171,-0.2637783343,0.0736877253,-0.0652750241,0.0426137263,0.0328727413,-0.0910186847,0.0633600076,0.1825291113,0.0213812743,-0.0236424145,-0.1018864299,-0.0229638142,-0.0217380829,0.0209219678,75.1875790514
0,108708.484496124,0.1412831684,0.30563538,0.3854655821,0.3150872638,0.3711892412,0.0870165464,0.1695847535,-0.1784286125,1.5309872198,-0.4289508399,0.6199014827,-2.3829243821,1.4506011227,1.3127337353,-0.5417941706,-0.0053057572,0.4088001507,0.320941476,-0.1391305828,0.0179415274,-0.138974462,-0.0585986087,0.0347391966,-0.1460434283,-0.1071488533,-0.2929206412,0.0006952974,-0.025847641,62.0749224806
0,127493.828220859,0.464384765,-0.1244400018,-0.6099484451,-0.015718526,0.3980273975,-0.0303768874,-0.0038407827,-0.0770518441,-0.0730801662,0.1774501012,-0.2868155551,0.0730866724,-0.1621920656,-0.1365091591,-0.2210469006,0.0447395215,-0.1002593332,0.0824194153,0.0266377565,-0.0705383838,0.0856221514,0.1808657052,0.0074116704,-0.0137752389,-0.1135209312,-0.0547405857,-0.0252135779,-0.0216742857,66.5565276074
0,170542.275862069,0.1366159545,0.2861842112,-0.7763354007,-0.0674219193,0.2994270824,-0.0849660743,0.0650137077,0.070947561,-0.0330121983,-0.0127585169,-0.3752798251,0.2324450844,-0.0416412824,-0.0448200125,-0.1951499876,0.0365820601,-0.0406436965,0.0546889674,-0.0595589727,-0.0762626192,0.0208071241,0.1200393042,0.0610244157,0.068790628,-0.1439660107,0.0163933862,-0.0177165114,0.0043704415,60.5128448276
0,92314.5588235294,-0.0991110162,0.4842967805,-0.1607576594,0.2027212198,0.4823055696,0.0442031877,0.0825891653,-0.2084317809,1.5234546602,-0.2700152365,0.5934108871,-2.3746607046,1.5180664574,1.1015797862,-0.9631132354,-0.0446822168,0.494635923,0.3267258726,-0.1763235784,-0.0591516118,-0.0669642975,-0.1183605584,0.0535186497,-0.0295148565,-0.1313348693,0.0272588923,-0.0477151452,-0.0045489279,50.955828877
0,3704.3710106388,0.4420058219,-0.1428204854,0.5354191833,-0.3738384788,0.1277351714,0.6954816225,-0.4102366323,0.178116174,0.5855767584,-0.0502596765,1.0777045694,-2.1982244787,1.2051227607,1.1631286229,0.0118409985,0.5648255883,0.6116062296,-0.5813708864,0.141920287,0.0916990703,-0.1608055106,-0.4025390667,0.0375644637,0.0766587778,0.1022324656,-0.275588556,-0.0016745041,0.0102360446,57.9466223404
0,148029.139455783,0.2449208836,-0.0462447106,-0.7841677457,-0.077138932,0.2884627731,-0.1131030495,0.0983675484,-0.0450678162,-0.0606151446,0.0288265073,-0.3413019664,0.1325950379,-0.116194593,-0.1166974316,-0.2260657651,0.0487191998,-0.0133378374,0.039301853,0.0492894358,-0.1202603309,0.0278234586,0.09263057,0.0251569811,-0.0114357229,-0.1745281086,-0.0372217863,-0.0159012243,-0.0124547852,69.7287981859
0,156174.10090703,0.2060435782,0.2084226167,-0.69368422,-0.3255957696,0.2640301599,-0.1539183703,-0.0021365466,0.0737148106,0.037275373,0.021019766,-0.272565738,0.1942661368,-0.0868198088,-0.1668357907,-0.2203694841,0.0766374585,-0.0243972624,0.1056359474,0.0300191113,-0.0900597443,0.0343745431,0.1174760684,0.0542611499,0.0352815847,-0.1473291351,-0.0142255143,-0.0203073111,0.0050017337,40.9053287982
0,146092.180021954,0.1658310121,-0.0329551406,-0.7457371941,-0.2063809692,0.2968607821,-0.114944103,0.0401417821,0.0190476337,0.0457144002,0.137401452,-0.3082510403,0.1149517833,-0.1209380736,-0.1689224954,-0.1572362818,0.0320931509,-0.0441516818,0.0692051441,0.0237590376,-0.1004327115,0.0546138821,0.1193829761,0.0577389275,-0.0220225448,-0.1402440467,0.0046351909,-0.0432146528,0.0034079994,62.1333589462
0,112281.411089866,0.597002625,0.1589232819,-0.833222404,0.009421686,0.4602950143,-0.3411065582,0.248485874,-0.0832668857,0.1618791085,0.1096261554,-0.0579469133,0.2150122919,-0.2459611567,0.0519909006,-0.0061050843,-0.0158655953,-0.2368509586,0.1825756022,0.0210512428,-0.1438698925,0.1320963071,0.4448288396,0.0180641854,0.1640480922,-0.0207030264,-0.1047824002,0.0344433661,0.0176886247,39.8065965583
0,50726.8177623994,-0.1606846362,-0.053408553,0.7629177506,0.242776185,-0.3210523654,0.1106517966,-0.197818871,0.0778281041,-0.225571123,0.0931194548,0.1391395965,0.1912361521,-0.1555787709,-0.0617191399,0.3035398406,0.0045426486,0.0298161358,-0.0788659321,0.0177256147,0.0276129654,-0.0415327521,-0.1066311384,-0.0388081138,-0.0026468525,0.1190749026,0.0352289652,-0.0015437155,-0.0026887682,82.8780276817
0,56630.5072463768,-3.4706731041,-5.2378414455,-1.1687903408,0.946016207,-2.8980235589,1.4461545849,2.2953268593,-0.685334279,-0.1996415923,-0.6180684025,0.1141539065,0.2458744292,0.2375875184,-0.0779355194,0.0562312717,0.1936674703,0.1563659611,-0.0031775628,-0.1161054984,1.2566106163,0.1986791322,-0.4042165121,-0.4796412634,0.1547062723,0.0348132912,0.0513360198,0.1742347056,-0.0416744442,1357.7539130435
0,165045.607142857,-1.9946211586,-3.9119659954,-2.3060224499,1.582143897,-2.3947295718,1.6522200964,2.3552173046,-0.4596530989,-0.8747192183,0.1760867591,-0.3638450818,-0.0181700781,0.2239615239,0.1651455432,-0.6490413236,0.1038499037,-0.0445686445,0.3805008257,-0.3265516319,0.9298907915,0.3424897052,-0.1916192105,-0.5069327677,0.1050894834,-0.3606928957,0.1620832857,0.1984774691,-0.2794568188,1135.1207142857
0,150823.75,-13.0983289525,-23.8163070706,-9.4610416687,6.7281744464,-7.7632996672,4.7440097837,11.9587469466,-1.6400428744,-1.4393981905,-3.2815475438,0.0709226005,-0.0359915325,0.2256846246,1.7406465229,-0.8263393417,0.9960046907,-0.0332463217,1.1066344523,-2.817946507,15.0673743798,4.7463846777,-2.2839240964,-1.8451523579,-0.1437186326,-1.1847621204,-0.320274354,-1.695242884,1.0504313122,7294.23
0,158442.695869838,0.463017165,0.0979863094,-0.7034948009,-0.2022421262,0.3158156021,-0.1678090575,0.0725103989,-0.0444340536,-0.0096227645,0.0939159518,-0.3104226109,0.1561514974,-0.0741848776,-0.1279565261,-0.1853631934,-0.0003838518,-0.0759745411,0.0477427406,0.0076844725,-0.0565160071,-0.0066574752,0.1063884798,0.0902649795,0.0075703195,-0.1296492143,0.0209559081,0.0266047164,-0.0073693192,51.0511764706
0,30439.1624060154,-0.3466106664,0.1794162705,0.4980231778,0.1170906723,-0.2665454026,-0.0533559864,-0.1520765675,0.1621659792,-0.1895183221,0.0976853417,0.1605184937,0.1333352501,-0.2686117453,-0.1034847051,0.3174415308,0.0712909262,0.1449622507,-0.0444374666,0.0108021986,0.004417655,0.0086430806,-0.1451888137,-0.0217804687,-0.0493677605,0.1555130972,-0.0203426451,-0.0021492739,-0.0105660063,66.7346917293
0,48401,-36.8023199089,-63.3446983175,-20.6457938972,16.7155373723,-20.6720638844,7.6940023355,24.9565873374,-4.7301106979,-2.6873117542,-8.4234037916,1.1863597505,1.8799820559,3.4967226727,4.0825034515,1.4061780681,0.7731329209,0.902963575,5.0410691854,-7.2135274302,39.4209042482,11.4553133416,-10.9331436977,-17.1736649383,1.1807001333,-7.0257831819,-2.5343297211,-3.6024794762,3.4502244813,19656.53
0,60900.8014440434,-0.3326536532,0.1253020675,0.7048990296,0.1247982308,-0.1754237056,0.034992277,-0.1277656719,0.0609844035,-0.1857253812,-0.0196303215,0.1100512278,0.2136089864,-0.1814203105,-0.054380858,0.2814347012,-0.0062211353,0.024800596,-0.0690787226,-0.0379520977,-0.0292440723,-0.0549133785,-0.1302866166,-0.0325222754,0.047226529,0.0875262272,0.0547748896,-0.0189744938,0.0091328351,60.5293501805
0,151484.092659447,0.3414162604,0.1738835163,-0.7129196053,-0.2572782915,0.339277046,-0.1629866399,0.0922797038,0.0195785844,0.0759355365,-0.0248656052,-0.2931838163,0.1988780558,-0.0551192124,-0.1983532097,-0.1606448919,0.046166631,-0.0542668355,0.11431571,0.0447326651,-0.0705146128,-0.0159839341,0.0967390984,0.0526194948,-0.0076790974,-0.1699493951,-0.0242404673,-0.0270494051,-0.0064609337,47.9555354994
0,166009.770700637,0.1536195978,0.1486490878,-0.7034248819,-0.2977366828,0.3514508763,-0.1362248486,0.1079611,0.0180933876,-0.0459784832,-0.0450013425,-0.2990934933,0.2156428261,-0.0221416718,-0.1133981368,-0.2169514219,-0.0102539711,-0.0438687774,0.1011550089,0.0685091556,-0.0579594136,0.0581671209,0.0798124271,0.0294496479,-0.0053838062,-0.1421705426,-0.0038898974,0.0256817199,-0.012342043,63.3227770701
0,103174.666666667,-5.6445648405,-9.3293368068,-4.4820941359,2.7914055053,-8.6923617847,6.4026055198,10.0265542953,-1.2383786044,-0.4239487168,-1.9502873833,1.4751791061,-3.1033875508,2.3639321765,1.5886272023,-0.4325097338,1.2804258035,0.8312953497,-0.2285034111,-0.5746940026,5.5552171125,1.2803496947,-0.903613995,1.9909540176,-1.0166836089,-0.6616700522,-0.4419540232,-0.010359131,0.0778423957,3802.4783333333
0,66323.5454545455,-1.633946423,-2.8067640558,-0.4534933384,0.4931502429,-1.9634867586,1.0349153295,1.5042229463,-0.1333803142,-0.1868213653,-0.4302297514,0.173913266,0.2640677234,-0.0351093016,0.0666463347,0.1226805007,-0.1077989511,0.1088503218,0.0084609588,-0.1242116899,1.1793831787,0.3754921432,-0.3560790364,-0.1748969348,0.060926397,0.170784039,0.0006205582,-0.1405995942,0.092224374,912.90875
0,156989.437336815,0.2124459987,0.1677777801,-0.787893409,-0.1140289318,0.2146704693,-0.1308930183,0.0558514279,0.0762881192,-0.0161545323,0.1173065469,-0.3498281436,0.1778713941,-0.053633446,-0.1152055189,-0.2162274498,0.0403515301,-0.0356370319,0.1170815448,0.0327585661,-0.0199898513,0.0402412125,0.1140720464,0.0300514251,0.015253189,-0.1644102989,-0.0179572299,-0.0166594884,-0.0092148351,67.5662793734
0,162501.2,-1.7436122155,-3.9849812595,-2.8280791366,1.3833515199,-2.7305997934,1.5819248206,3.5868397283,-0.7176015039,-0.6869933413,-0.5246424679,-0.6764933872,-0.144046572,0.1642100306,0.3949132076,-0.0845346077,-0.0526627371,-0.2115710678,0.6130438955,-0.2945463331,1.9892017356,0.4700818094,-0.2622573946,0.1000833477,0.0976185838,-0.3985410095,0.0392453908,0.0137527854,-0.0141904628,1540.206
0,135771.358208955,-2.2941889002,-4.6733028611,-2.936120599,0.1422010792,-2.3650762929,1.0798169445,2.6445077058,-0.8844820062,-0.1152757238,-0.2901430955,-0.1470186994,-0.0008371998,0.0604052279,0.1964898362,-0.0244078091,0.1629521842,-0.002482121,-0.2398801302,-0.0829420991,0.797694374,0.260393093,-0.2794732909,-0.7180613476,0.0260281648,-0.4005131313,-0.0557104559,-0.085500831,0.1172939467,1151.1426865672
0,109874.561866126,0.5936039208,0.3206343836,-0.1732263919,0.1900677178,0.4645124593,-0.1217818624,0.1077888897,-0.1514007144,1.5545461517,-0.4550217102,0.7308310697,-2.289209982,1.4411887392,1.5105411157,-0.5047371112,-0.0535557921,0.3733428905,0.4616691935,-0.1158678751,-0.1288425233,-0.0133973574,0.1314321247,-0.0188038119,0.0344296329,-0.0164108626,-0.3654540658,0.0256883686,-0.0034528544,32.5567545639
0,129127.769230769,-4.9056679283,-10.4563972617,-5.1412001577,1.5009615344,-5.1439056859,2.5544972344,6.1238016825,-1.3684189154,-0.3724569525,-1.5293168972,0.4051931511,0.1934140473,-0.0185507747,0.8647329809,0.0151359326,0.0668246937,0.0061883185,0.3112265345,-0.816633412,5.0688579702,1.6977206013,-1.3471852479,-1.5288307156,-0.2950657244,-1.0671079567,-0.3811035783,-0.0317982977,0.0578900989,3377.2692307692
0,16737.4379084965,-0.2873541334,0.3937423278,1.0542855482,0.8156138423,-0.2211733271,0.1166179966,-0.1813986467,0.0507587589,1.4798960669,-0.3586939173,1.0249786828,-2.3198776692,1.3428298779,1.2307690131,-0.4485184232,-0.0887764693,0.5035986356,0.1231160838,-0.2492409355,0.1177181717,-0.2236990592,-0.1956639953,-0.0284039375,-0.0091216633,0.1113339673,-0.0644142998,0.0492699132,0.0274656316,73.2032026144
0,44715.7380952381,-1.7942862123,-3.4831077625,-0.2244392504,0.2544886276,-1.6678705922,0.8193000497,0.9836889707,-0.175315532,-0.0514417864,-0.401852311,0.1853060969,0.2093070845,-0.121539481,-0.1541410402,-0.095364308,-0.0589901274,0.2794585311,-0.2021000032,0.0832063144,0.8413207879,0.3062658616,-0.2309686143,-0.3766641258,0.1390460357,0.086537798,0.0106457481,0.107539073,-0.0213077032,904.2713095238
0,143291.4,-1.6298289335,-2.5857895127,-1.5562275509,0.1764118892,-1.0299039954,0.8862402137,1.2939055979,-0.1319064401,-0.3535386915,-0.2034747935,-0.2536004331,0.1083977509,0.0034386722,0.1075221686,-0.3166809103,0.0787021322,0.0152993416,-0.0227907869,-0.18800137,0.4513858218,0.1758863029,-0.1729809464,-0.1354017689,-0.1628427057,-0.3120554507,-0.1225725071,0.0780780068,-0.0715732855,723.8888181818
0,166872.60687023,0.3019587266,0.1604734382,-0.7546737867,-0.1566068635,0.2965658672,-0.1501328562,0.1287112492,0.0373313682,-0.0007859036,-0.0370584424,-0.2447562465,0.2502401888,-0.0548875003,-0.1288933455,-0.2261763126,0.0179723412,-0.043366522,0.1095080771,0.0199127653,-0.0660384831,0.0039174076,0.0161771285,0.057511818,-0.0298118297,-0.1844537281,0.0334245894,-0.0132231688,-0.0311736545,64.8432951654
0,13474.5322033898,-0.0827551835,0.3658695062,1.0873331409,0.6270003921,-0.1052236666,0.1852204975,-0.1236580828,-0.0200793415,1.2927275994,-0.3631350939,1.2506188809,-2.176864688,1.4661982534,1.3247975786,-0.4125612788,0.0105312923,0.7005464207,0.0456914995,-0.2137638706,-0.0456671835,-0.1044516635,-0.207254208,-0.0122299065,0.0245808483,0.0663527349,0.1437017062,-0.0168167419,-0.0105063137,56.045220339
