date,time,request_header_user_agent__browser__version_string,request_header_referer,request_url,request_url_username,remote_host,request_header_user_agent__os__version_string,request_url_password,request_url_path,request_url_port,request_url_query,request_http_ver,response_bytes_clf,request_url_scheme,request_header_user_agent__is_mobile,request_url_netloc,request_header_user_agent__browser__family,request_url_hostname,remote_user,request_header_user_agent__os__family,request_method,request_first_line,request_url_fragment,status,request_header_user_agent,remote_logname,label,id
49,52.5,0,45,90.8048780488,100,50.5454545455,0,100,90.8048780488,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.7407407407,0,50.6666666667,0,45,1,137
49,52.5,0,45,88.1875,100,50.5454545455,0,100,88.1875,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,76.2068965517,0,50.6666666667,0,45,1,138
49,52.5,0,45,82.4615384615,100,50.5454545455,0,100,82.4615384615,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.9615384615,0,50.6666666667,0,45,1,139
49,52.5,0,45,80.9230769231,100,50.5454545455,0,100,80.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.1923076923,0,50.6666666667,0,45,1,140
49,52.5,0,45,84.5384615385,100,50.5454545455,0,100,84.5384615385,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,73,0,50.6666666667,0,45,1,141
49,52.5,0,45,87.6666666667,100,50.5454545455,0,100,87.6666666667,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,75.5,0,50.6666666667,0,45,1,142
49,52.5,0,45,83.3076923077,100,50.5454545455,0,100,83.3076923077,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.3846153846,0,50.6666666667,0,45,1,143
49,52.5,0,45,82,100,50.5454545455,0,100,82,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.7307692308,0,50.6666666667,0,45,1,144
49,52.5,0,45,72.6363636364,100,50.5454545455,0,100,72.6363636364,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,66.5833333333,0,50.6666666667,0,45,1,145
49,52.5,0,45,81.5384615385,100,50.5454545455,0,100,81.5384615385,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.5,0,50.6666666667,0,45,1,146
49,52.5,0,45,80.7142857143,100,50.5454545455,0,100,80.7142857143,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.4444444444,0,50.6666666667,0,45,1,147
49,52.5,0,45,97.2857142857,100,50.5454545455,0,100,97.2857142857,100,0,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.9268292683,0,50.6666666667,0,45,1,148
49,52.5,0,45,81.5384615385,100,50.5454545455,0,100,81.5384615385,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.5,0,50.6666666667,0,45,1,149
49,52.5,0,45,86.6,100,50.5454545455,0,100,86.6,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,74.9285714286,0,50.6666666667,0,45,1,150
49,52.5,0,45,89.5555555556,100,50.5454545455,0,100,89.5555555556,100,0,48,52.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,77.7741935484,0,50.6666666667,0,45,1,151
49,52.5,0,45,87.9411764706,100,50.5454545455,0,100,87.9411764706,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,76.4666666667,0,50.6666666667,0,45,1,152
49,52.5,0,45,88,100,50.5454545455,0,100,88,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,76.1034482759,0,50.6666666667,0,45,1,153
49,52.5,0,45,84.8125,100,50.5454545455,0,100,84.8125,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,74.3448275862,0,50.6666666667,0,45,1,154
49,52.5,0,45,80.5,100,50.5454545455,0,100,80.5,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.6,0,50.6666666667,0,45,1,155
49,52.5,0,45,83.2307692308,100,50.5454545455,0,100,83.2307692308,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.3461538462,0,50.6666666667,0,45,1,156
49,52.5,0,45,82.9230769231,100,50.5454545455,0,100,82.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1923076923,0,50.6666666667,0,45,1,157
49,52.5,0,45,81.3571428571,100,50.5454545455,0,100,81.3571428571,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.7777777778,0,50.6666666667,0,45,1,158
49,52.5,0,45,81.7692307692,100,50.5454545455,0,100,81.7692307692,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.6153846154,0,50.6666666667,0,45,1,159
49,52.5,0,45,80.9166666667,100,50.5454545455,0,100,80.9166666667,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.8,0,50.6666666667,0,45,1,160
49,52.5,0,45,81.4615384615,100,50.5454545455,0,100,81.4615384615,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.4615384615,0,50.6666666667,0,45,1,161
49,52.5,0,45,88.9130434783,100,50.5454545455,0,100,88.9130434783,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,79,0,50.6666666667,0,45,1,162
49,52.5,0,45,80.5,100,50.5454545455,0,100,80.5,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.6,0,50.6666666667,0,45,1,163
49,52.5,0,45,82.7692307692,100,50.5454545455,0,100,82.7692307692,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1153846154,0,50.6666666667,0,45,1,164
49,52.5,0,45,82.9230769231,100,50.5454545455,0,100,82.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1923076923,0,50.6666666667,0,45,1,165
49,52.5,0,45,73.9230769231,100,50.5454545455,0,100,73.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,67.6923076923,0,50.6666666667,0,45,1,166
49,52.5,0,45,75.2307692308,100,50.5454545455,0,100,75.2307692308,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,68.3461538462,0,50.6666666667,0,45,1,167
49,52.5,0,45,81.0769230769,100,50.5454545455,0,100,81.0769230769,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.2692307692,0,50.6666666667,0,45,1,168
49,52.5,0,45,80.5,100,50.5454545455,0,100,80.5,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.9655172414,0,50.6666666667,0,45,1,169
49,52.5,0,45,82.3076923077,100,50.5454545455,0,100,82.3076923077,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8846153846,0,50.6666666667,0,45,1,170
49,52.5,0,45,82.1538461538,100,50.5454545455,0,100,82.1538461538,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8076923077,0,50.6666666667,0,45,1,171
49,52.5,0,45,72.7272727273,100,50.5454545455,0,100,72.7272727273,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,66.625,0,50.6666666667,0,45,1,172
49,52.5,0,45,79.75,100,50.5454545455,0,100,79.75,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.24,0,50.6666666667,0,45,1,173
49,52.5,0,45,86.8666666667,100,50.5454545455,0,100,86.8666666667,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,75.0714285714,0,50.6666666667,0,45,1,174
49,52.5,0,45,84.7692307692,100,50.5454545455,0,100,84.7692307692,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.1153846154,0,50.6666666667,0,45,1,175
49,52.5,0,45,82.6153846154,100,50.5454545455,0,100,82.6153846154,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.0384615385,0,50.6666666667,0,45,1,176
49,52.5,0,45,80.9166666667,100,50.5454545455,0,100,80.9166666667,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.8,0,50.6666666667,0,45,1,177
49,52.5,0,45,91.4782608696,100,50.5454545455,0,100,91.4782608696,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,80.6388888889,0,50.6666666667,0,45,1,178
49,52.5,0,45,78.1333333333,100,50.5454545455,0,100,78.1333333333,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.3928571429,0,50.6666666667,0,45,1,179
49,52.5,0,45,81.3076923077,100,50.5454545455,0,100,81.3076923077,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.3846153846,0,50.6666666667,0,45,1,180
49,52.5,0,45,92.1578947368,100,50.5454545455,0,100,92.1578947368,100,0,48,52.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,79.6875,0,50.6666666667,0,45,1,181
49,52.5,0,45,83.6153846154,100,50.5454545455,0,100,83.6153846154,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.5384615385,0,50.6666666667,0,45,1,182
49,52.5,0,45,84.7857142857,100,50.5454545455,0,100,84.7857142857,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.5555555556,0,50.6666666667,0,45,1,183
49,52.5,0,45,81.5,100,50.5454545455,0,100,81.5,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.08,0,50.6666666667,0,45,1,184
49,52.5,0,45,84.6923076923,100,50.5454545455,0,100,84.6923076923,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.0769230769,0,50.6666666667,0,45,1,185
49,52.5,0,45,76.9285714286,100,50.5454545455,0,100,76.9285714286,100,0,48,54.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,69.4814814815,0,50.6666666667,0,45,1,186
49,52.5,0,45,82,100,50.5454545455,0,100,82,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.4642857143,0,50.6666666667,0,45,1,187
49,52.5,0,45,81.3076923077,100,50.5454545455,0,100,81.3076923077,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.3846153846,0,50.6666666667,0,45,1,188
49,52.5,0,45,81.6153846154,100,50.5454545455,0,100,81.6153846154,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.5384615385,0,50.6666666667,0,45,1,189
49,52.5,0,45,81.5,100,50.5454545455,0,100,81.5,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8518518519,0,50.6666666667,0,45,1,190
49,52.5,0,45,82.4615384615,100,50.5454545455,0,100,82.4615384615,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.9615384615,0,50.6666666667,0,45,1,191
49,52.5,0,45,83,100,50.5454545455,0,100,83,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.2307692308,0,50.6666666667,0,45,1,192
49,52.5,0,45,80.8333333333,100,50.5454545455,0,100,80.8333333333,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.76,0,50.6666666667,0,45,1,193
49,52.5,0,45,80.6666666667,100,50.5454545455,0,100,80.6666666667,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.68,0,50.6666666667,0,45,1,194
